block_id,event_count,unique_templates,unique_components,total_ip_count,exception_event,verification_event,delete_event,allocate_event,trace_time_difference,prediction,anomaly_score,anomaly
blk_-3657665801189425193,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3657751236932275338,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3663004104512304532,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3671953658029337449,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3673133694834392576,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3677956642639780952,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3681974396824196300,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3684613761619321001,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3693786175267111588,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3696162841836791939,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3702595599317472079,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3710747952520609225,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-3724350946705225881,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3734839878416656496,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3738901473077208093,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3741526967786688540,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3752135158991310104,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3754029959138975487,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3787594914477940893,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3792836284792472725,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3802183646922512795,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-3805070405372551730,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3816036740130815667,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3845286823494684378,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3854777877236596649,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3860035787700398391,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-3860894070657427592,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3884471885525630813,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-3888538223380979891,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3894803026385053344,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-3897674589140998025,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3909548841543565741,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3922743468150895472,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3949633496933134307,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3955287039966096707,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3967261531426400230,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-3981735565440284420,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-3990317238913332296,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4034227974316905164,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4052810234606327693,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4067446915270471579,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4068751061953213467,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4071286774767564790,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4092973201423074374,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-409558225151784282,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4110699195744660699,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4110733372292809607,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4117999745005013424,1,1,1,0,0,1,0,0,0,-1,-0.09982907586517553,ANOMALY
blk_-4139299269696044017,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4149539113118855204,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4165176068096983220,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4165562468976768862,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4174618838156947380,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4181768899028058192,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-41928108292416895,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4196449318426994195,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-420564586555502239,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-420818767915591010,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4208396523159735354,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4223625526513535681,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4229375751333894621,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-424018194735922479,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4265150363959543078,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4269939382058952254,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4289592006812254261,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4295805058711840933,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4298255715894292387,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4301178988618507084,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4304240611296196935,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4311652947826112510,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4312777901444596370,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4325209272072286951,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4330512786228504138,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4334868513923498900,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4342304152206614489,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4347054230277727863,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4352313989800650828,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4358842839092719327,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4365612131648152536,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4368236874477798428,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4380385204018751771,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4385347171136037814,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4390972361898978900,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4405302133414008227,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4411589101766563890,2,2,2,2,0,0,0,0,4500,-1,-0.001881077388657948,ANOMALY
blk_-4424971182856566289,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4427507243535536615,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4430291708660291878,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4433556521525567493,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4434479572312007079,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4438918035940270891,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4455205822455130625,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4468166796563085237,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4468645577339843974,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4473020641607592551,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4473277914543734578,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4510259260131940043,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4526931594457272384,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4551689611865410817,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4566099704755845087,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4578850505370039622,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4582442491366282435,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4590972095204776122,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-4595094649363595358,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4598246018559857954,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4619809198345103330,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4624597753370705281,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4633546693082073737,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-463998587096565542,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4651707530079874243,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4654885003331291932,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4655280636272058732,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4657423175636611807,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4657886075935807358,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4673509946769671609,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4681205519208992498,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4684475480143348818,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-468830939205980722,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4702684774678057084,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4737948505610037427,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-4741127506068309449,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-476906696485288376,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4775386099844009890,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4779205255695723216,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4794867979917102672,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4799092443170733505,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4801855948459616884,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-4831379247767940447,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4841792440390267307,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-4844505495441326897,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4846710336436578833,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4853183643928986291,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4854562124894030819,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4861262918414696307,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4875138366845786590,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-488298625688742454,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-490230821467544285,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4917866339076366459,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4935573595350235765,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4937215748597091532,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-4941547144875557718,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-4945182943709543868,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4954795063440871977,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-4956232013010963754,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4967783186426171722,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-4970213618915792510,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-4980916519894289629,1,1,1,0,0,1,0,0,0,-1,-0.09982907586517553,ANOMALY
blk_-4984504651603069357,1,1,1,0,0,1,0,0,0,-1,-0.09982907586517553,ANOMALY
blk_-5003122231679852524,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-500534246236005335,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5005618994659797504,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5009020203888190378,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5009274684359267777,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5012639079435860269,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5014786445735476734,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5029807829679779067,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5045144756510626150,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5057534532247887258,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5073870177832699716,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5078186985701364847,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5086369325828333421,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5102453487463005287,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5124326558394984439,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5135777574223073423,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5140072410813878235,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5144503768267321004,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5144548163293169177,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5145508449157510071,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5145886774827574591,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5159573936338473350,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-518701095493827363,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5195432543794777448,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5205950257901523262,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5214060566378896158,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5215520749152394224,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5217146995455608468,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5224756755359850354,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-522892190802801712,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5236578579938215340,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5236655516146555545,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-524128780228307052,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5255262711039499896,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5263787695149681326,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5293091556505218722,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5306443381473737599,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5309211894896608429,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-531469051872229488,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5319073033164653435,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5321676321043683563,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5330522460969948971,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5340841684362207777,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5340885607150360719,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-5341992729755584578,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5343533992609553091,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5344266425789048231,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5352085087037370841,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5362598472846558076,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5363213609331400263,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5368528328022648701,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5382946262718129284,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5385105076403314787,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5400783031085008882,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5403209762224435166,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5404881839098659470,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5421365489363678155,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-54240672253074715,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5427918313707752877,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5429042599096020592,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5429479049793046826,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5439682406172672049,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5442040196315589272,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5450224419450631495,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5455316994110506037,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5471660287004025096,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5504500392858491441,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5511630179413516751,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5513640508500780385,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5534560875087182998,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5542336029922582303,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5569558931000121451,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5580048401594934039,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5580322334454533924,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5581540863377925517,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5586529360624346565,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5587827566367944828,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5598693099021996971,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5603192027616633151,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5610308397633191834,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5613694521084380933,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5623176793330377570,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5624558200776510955,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-562725280853087685,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5633587983998853189,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5644397018622018109,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5646228903161999640,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-566178736644429906,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5668584889663038916,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5671206752084326639,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5680441982827916621,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5704899712662113150,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5718504625725408070,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5718873743060788176,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5719934513583495857,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5722491454804415982,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5739126205963920408,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5773244829531118765,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-577659324269246113,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5777981614298940026,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5785220384376578831,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5799866343936729403,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5802915611610989626,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5808893254440551816,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5814328448485070742,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5815145248455404269,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5817942497672492100,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5828360070550196756,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5836693155656083066,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5852844080027817147,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-5861348317118763621,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5861636720645142679,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5880591395067598620,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5882295985950637419,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5892603381347650390,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5908283405801966540,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-591552904934794824,1,1,1,0,0,0,0,1,0,1,0.04491092989184653,NORMAL
blk_-5919767990596301121,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5927343391895571936,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5934436507161953485,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-5935642747315643391,1,1,1,2,1,0,0,0,0,1,0.0,NORMAL
blk_-5949883083428548093,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5954527587435406374,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5957060034695163774,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-5960135894031733009,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5961895238114806886,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5963475042722370536,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5970165518655489569,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-5972745462629982078,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-5974833545991408899,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-6008397446568765070,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-6031720401337601269,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-6035642070260562886,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-6050976999174805557,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-6053005391233809507,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-6056336045486998577,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-6068451475575444798,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-6068587951382721748,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
blk_-6075803209168884005,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-608202790716579401,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-6114220623980201749,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-6117917602803602155,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-6127741703501838658,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-6131345369657245178,1,1,1,0,0,0,1,0,0,1,0.12297016981752451,NORMAL
blk_-6135061626100136978,1,1,1,2,0,0,0,0,0,1,0.17105675448234425,NORMAL
blk_-6136511938931864993,1,1,1,1,0,0,1,0,0,1,0.1150743353602891,NORMAL
blk_-615578808743808725,1,1,1,0,0,0,0,0,0,1,0.1844708938516601,NORMAL
blk_-6160667975382232149,1,1,1,0,0,1,0,0,0,-1,-0.09982907586517553,ANOMALY
blk_-6168484338203583997,1,1,1,1,0,0,0,0,0,1,0.21900602380048056,NORMAL
