date,time,log_id,level,component,message,event_template,template_frequency,block_id,events_in_trace
81110,103040,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4438674026376140804 is added to invalidSet of 10.251.106.50:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_4438674026376140804,1
81110,103041,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1777689952069868672 is added to invalidSet of 10.251.31.85:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_1777689952069868672,1
81110,103044,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-3275788837420923000 is added to invalidSet of 10.251.109.236:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-3275788837420923000,1
81110,103045,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6056336045486998577 is added to invalidSet of 10.251.126.255:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6056336045486998577,1
81110,103046,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5368528328022648701 is added to invalidSet of 10.251.202.181:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-5368528328022648701,1
81110,103047,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-9056276727170871967 is added to invalidSet of 10.251.66.3:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-9056276727170871967,1
81110,103049,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6289001686128460561 is added to invalidSet of 10.251.91.84:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6289001686128460561,1
81110,103049,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6855535886504612774 is added to invalidSet of 10.251.70.211:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_6855535886504612774,1
81110,103050,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6477590833521072407 is added to invalidSet of 10.251.39.179:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6477590833521072407,1
81110,103050,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_865453227320668516 is added to invalidSet of 10.251.71.240:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_865453227320668516,1
81110,103054,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2149728827322918746 is added to invalidSet of 10.250.11.194:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_2149728827322918746,1
81110,103055,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6324712740029479576 is added to invalidSet of 10.251.30.6:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_6324712740029479576,1
81110,103056,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6763863888784019261 is added to invalidSet of 10.251.70.37:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_6763863888784019261,1
81110,103057,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1543605971733759530 is added to invalidSet of 10.251.195.33:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_1543605971733759530,1
81110,103059,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6114220623980201749 is added to invalidSet of 10.250.13.240:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6114220623980201749,1
81110,103059,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-945770324989341170 is added to invalidSet of 10.251.31.180:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-945770324989341170,1
81110,103107,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5145886774827574591 is added to invalidSet of 10.251.105.189:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-5145886774827574591,1
81110,103109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3598904881888399067 is added to invalidSet of 10.250.5.237:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_3598904881888399067,1
81110,103111,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6255015379143356507 is added to invalidSet of 10.251.111.37:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6255015379143356507,1
81110,103111,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8247499802516177421 is added to invalidSet of 10.250.7.96:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_8247499802516177421,1
81110,103111,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-8403618945096094999 is added to invalidSet of 10.251.42.9:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-8403618945096094999,1
81110,103112,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2012430628930443984 is added to invalidSet of 10.250.11.100:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-2012430628930443984,1
81110,103112,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7819984111120374407 is added to invalidSet of 10.251.30.6:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_7819984111120374407,1
81110,103113,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4499140370762613763 is added to invalidSet of 10.251.43.115:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_4499140370762613763,1
81110,103114,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2304296078821316612 is added to invalidSet of 10.251.39.64:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_2304296078821316612,1
81110,103114,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_358331073189608564 is added to invalidSet of 10.251.67.225:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_358331073189608564,1
81110,103114,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8404604116961181201 is added to invalidSet of 10.250.13.188:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_8404604116961181201,1
81110,103117,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-3582070652284403613 is added to invalidSet of 10.250.10.213:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-3582070652284403613,1
81110,103123,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-4954795063440871977 is added to invalidSet of 10.251.203.80:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-4954795063440871977,1
81110,103127,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6640779266188771131 is added to invalidSet of 10.251.126.83:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6640779266188771131,1
81110,103130,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_3858015337960682724 is added to invalidSet of 10.251.214.130:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_3858015337960682724,1
81110,103130,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_570916157110129687 is added to invalidSet of 10.251.214.18:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_570916157110129687,1
81110,103132,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7418499425236853516 is added to invalidSet of 10.251.203.4:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-7418499425236853516,1
81110,103136,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7894824934989391122 is added to invalidSet of 10.251.38.197:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-7894824934989391122,1
81110,103137,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5005618994659797504 is added to invalidSet of 10.251.125.193:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-5005618994659797504,1
81110,103137,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7932704730736035192 is added to invalidSet of 10.251.199.245:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_7932704730736035192,1
81110,103139,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2834195813213005328 is added to invalidSet of 10.250.7.244:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-2834195813213005328,1
81110,103141,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5972745462629982078 is added to invalidSet of 10.251.31.5:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-5972745462629982078,1
81110,103142,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7111788899695387329 is added to invalidSet of 10.251.75.228:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-7111788899695387329,1
81110,103146,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1110880362999960078 is added to invalidSet of 10.251.194.147:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-1110880362999960078,1
81110,103146,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6489659315944341351 is added to invalidSet of 10.251.106.50:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_6489659315944341351,1
81110,103146,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7324196727355442810 is added to invalidSet of 10.251.203.80:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_7324196727355442810,1
81110,103147,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-2589662411410634043,1
81110,103147,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8602496359012842630 is added to invalidSet of 10.250.7.32:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_8602496359012842630,1
81110,103148,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-133919539232421451 is added to invalidSet of 10.250.10.176:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-133919539232421451,1
81110,103149,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6136511938931864993 is added to invalidSet of 10.250.14.38:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_-6136511938931864993,1
81110,103149,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010,BLOCK* NameSystem.delete: <BLOCK> is added to invalidSet of <IP>:<PORT>,224,blk_8871064397020855320,1
81110,103201,19,INFO,dfs.FSDataset,Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir51/<BLOCK>,1,blk_8483848473254499625,1
81110,103233,8946,INFO,dfs.DataNode$PacketResponder,Received block blk_-9188933731705791676 of size 67108864 from /10.251.39.192,Received block <BLOCK> of size <NUM> from /<IP>,292,blk_-9188933731705791676,1
81110,103257,19,INFO,dfs.FSDataset,Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir18/<BLOCK>,5,blk_-8898274302731129139,1
81110,103320,18,INFO,dfs.FSDataset,Deleting block blk_-8014701913801168461 file /mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir27/<BLOCK>,6,blk_-8014701913801168461,1
81110,103321,19,INFO,dfs.FSDataset,Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir29/<BLOCK>,6,blk_-8775602795571523802,2
81110,103327,19,INFO,dfs.FSDataset,Deleting block blk_-7928230000822317050 file /mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir9/<BLOCK>,2,blk_-7928230000822317050,1
81110,103328,19,INFO,dfs.FSDataset,Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir32/<BLOCK>,6,blk_8303413189200230139,1
81110,103331,19,INFO,dfs.FSDataset,Deleting block blk_-9038475355621289969 file /mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir41/<BLOCK>,4,blk_-9038475355621289969,1
81110,103333,9016,INFO,dfs.DataNode$PacketResponder,Received block blk_4263664068073345850 of size 67108864 from /10.251.214.67,Received block <BLOCK> of size <NUM> from /<IP>,292,blk_4263664068073345850,1
81110,103335,19,INFO,dfs.FSDataset,Deleting block blk_-8848810702648406400 file /mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir11/<BLOCK>,3,blk_-8848810702648406400,1
81110,103340,9214,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6997219177553478996 terminating,PacketResponder <NUM> for block <BLOCK> terminating,311,blk_-6997219177553478996,1
81110,103343,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206. blk_-2230892279625104430,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-<NUM>. <BLOCK>,1,blk_-2230892279625104430,1
81110,103347,19,INFO,dfs.FSDataset,Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir1/<BLOCK>,7,blk_-7515058933811567980,1
81110,103348,19,INFO,dfs.FSDataset,Deleting block blk_-8484827087450439270 file /mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir25/<BLOCK>,2,blk_-8484827087450439270,1
81110,103349,19,INFO,dfs.FSDataset,Deleting block blk_-8144387882075572886 file /mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir42/<BLOCK>,5,blk_-8144387882075572886,1
81110,103354,19,INFO,dfs.FSDataset,Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir26/<BLOCK>,6,blk_-8383503596684323017,1
81110,103400,19,INFO,dfs.FSDataset,Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir18/<BLOCK>,5,blk_-8796256534683400159,1
81110,103403,19,INFO,dfs.FSDataset,Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir41/<BLOCK>,4,blk_-8775602795571523802,2
81110,103412,7249,INFO,dfs.DataNode$PacketResponder,Received block blk_4098532420907418423 of size 67108864 from /10.251.43.147,Received block <BLOCK> of size <NUM> from /<IP>,292,blk_4098532420907418423,1
81110,103430,19,INFO,dfs.FSDataset,Deleting block blk_-4368236874477798428 file /mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir33/<BLOCK>,8,blk_-4368236874477798428,1
81110,103432,19,INFO,dfs.FSDataset,Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir60/<BLOCK>,4,blk_-4223625526513535681,1
81110,103437,19,INFO,dfs.FSDataset,Deleting block blk_-6400421658804613208 file /mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir29/<BLOCK>,6,blk_-6400421658804613208,1
81110,103442,19,INFO,dfs.FSDataset,Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir32/<BLOCK>,6,blk_-5880591395067598620,1
81110,103442,19,INFO,dfs.FSDataset,Deleting block blk_-7096508472270520039 file /mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir20/<BLOCK>,1,blk_-7096508472270520039,1
81110,103444,19,INFO,dfs.FSDataset,Deleting block blk_-1939956833921604216 file /mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir34/<BLOCK>,11,blk_-1939956833921604216,1
81110,103512,19,INFO,dfs.FSDataset,Deleting block blk_-3860035787700398391 file /mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir6/<BLOCK>,4,blk_-3860035787700398391,1
81110,103524,19,INFO,dfs.FSDataset,Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/<BLOCK>,15,blk_-6008397446568765070,1
81110,103527,19,INFO,dfs.FSDataset,Deleting block blk_-2425070029518924403 file /mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir39/<BLOCK>,6,blk_-2425070029518924403,1
81110,103533,18,INFO,dfs.FSDataset,Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir6/<BLOCK>,4,blk_826351419727053015,1
81110,103533,19,INFO,dfs.FSDataset,Deleting block blk_-3437475890798229344 file /mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir57/<BLOCK>,6,blk_-3437475890798229344,1
81110,103534,19,INFO,dfs.FSDataset,Deleting block blk_-1492402439215451727 file /mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir25/<BLOCK>,2,blk_-1492402439215451727,1
81110,103538,18,INFO,dfs.FSDataset,Deleting block blk_-4298255715894292387 file /mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir38/<BLOCK>,8,blk_-4298255715894292387,1
81110,103547,19,INFO,dfs.FSDataset,Deleting block blk_-4295805058711840933 file /mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir0/<BLOCK>,5,blk_-4295805058711840933,1
81110,103548,19,INFO,dfs.FSDataset,Deleting block blk_830855781964014378 file /mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir48/<BLOCK>,3,blk_830855781964014378,1
81110,103551,19,INFO,dfs.FSDataset,Deleting block blk_8291708741145026623 file /mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir57/<BLOCK>,6,blk_8291708741145026623,1
81110,103552,19,INFO,dfs.FSDataset,Deleting block blk_-921231092429668424 file /mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir23/<BLOCK>,3,blk_-921231092429668424,1
81110,103553,19,INFO,dfs.FSDataset,Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir13/<BLOCK>,3,blk_-1581605246928123722,1
81110,103554,18,INFO,dfs.FSDataset,Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir30/<BLOCK>,5,blk_-2445347158368483245,1
81110,103554,19,INFO,dfs.FSDataset,Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir47/<BLOCK>,2,blk_-1897524391075610396,1
81110,103557,19,INFO,dfs.FSDataset,Deleting block blk_-8588908000680498 file /mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir21/<BLOCK>,2,blk_-8588908000680498,1
81110,103558,19,INFO,dfs.FSDataset,Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir4/<BLOCK>,3,blk_561417755647618727,1
81110,103600,19,INFO,dfs.FSDataset,Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir53/<BLOCK>,4,blk_-6127741703501838658,1
81110,103603,18,INFO,dfs.FSDataset,Deleting block blk_-3636681193077858741 file /mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir37/<BLOCK>,3,blk_-3636681193077858741,1
81110,103615,18,INFO,dfs.FSDataset,Deleting block blk_-643763844763678010 file /mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir29/<BLOCK>,6,blk_-643763844763678010,1
81110,103615,19,INFO,dfs.FSDataset,Deleting block blk_-2826763604408365998 file /mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir40/<BLOCK>,5,blk_-2826763604408365998,1
81110,103618,19,INFO,dfs.FSDataset,Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir27/<BLOCK>,6,blk_2278708746675870163,1
81110,103621,19,INFO,dfs.FSDataset,Deleting block blk_153508158653341141 file /mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir50/<BLOCK>,2,blk_153508158653341141,1
81110,103621,19,INFO,dfs.FSDataset,Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir26/<BLOCK>,6,blk_-1775264355226395799,1
81110,103626,18,INFO,dfs.FSDataset,Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir16/<BLOCK>,5,blk_-1599621098605751235,1
81110,103631,19,INFO,dfs.FSDataset,Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir40/<BLOCK>,5,blk_-1111344660779690782,1
81110,103631,19,INFO,dfs.FSDataset,Deleting block blk_3585588704565901062 file /mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir15/<BLOCK>,7,blk_3585588704565901062,1
81110,103634,19,INFO,dfs.FSDataset,Deleting block blk_2756799797410851893 file /mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir24/<BLOCK>,6,blk_2756799797410851893,1
81110,103641,19,INFO,dfs.FSDataset,Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir12/<BLOCK>,1,blk_7323287581932922676,1
81110,103655,9020,INFO,dfs.DataNode$PacketResponder,Received block blk_-4935573595350235765 of size 67108864 from /10.251.123.195,Received block <BLOCK> of size <NUM> from /<IP>,292,blk_-4935573595350235765,1
81110,103657,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097. blk_496376132244907301,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-<NUM>. <BLOCK>,1,blk_496376132244907301,1
81110,103659,19,INFO,dfs.FSDataset,Deleting block blk_2731617036199392057 file /mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir39/<BLOCK>,6,blk_2731617036199392057,1
81110,103704,19,INFO,dfs.FSDataset,Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir30/<BLOCK>,5,blk_7190156588310412626,1
81110,103717,19,INFO,dfs.FSDataset,Deleting block blk_8189008752707332487 file /mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir7/<BLOCK>,3,blk_8189008752707332487,1
81110,103719,19,INFO,dfs.FSDataset,Deleting block blk_6828263829429857572 file /mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572,Deleting block <BLOCK> file /mnt/hadoop/dfs/data/current/subdir26/<BLOCK>,6,blk_6828263829429857572,1
